20170611 day cam1
small
J0	J1	J2	J3	J4	J5	J6	J7	J8	J0area	J1area	J2area	J3area	J4area	J5area	J6area	J7area	J8area	
44.4	46.9	39.9	11.7	30.9	84.9	47.9	19.8	151.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
43.5	46.9	40.3	11.5	31.2	85.9	47.9	19.3	152.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
42.6	46.5	40.8	14.2	31.4	86.8	52.4	18.4	154.3	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
41.3	44.8	40.5	18.8	30.7	86.3	56.3	18.6	154.3	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
40.0	42.5	39.5	21.1	29.4	85.0	61.8	20.6	154.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
39.0	40.6	38.6	21.9	28.3	83.2	65.7	24.1	154.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
37.7	38.6	37.4	22.2	27.5	80.3	67.4	27.6	154.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
36.7	36.6	36.1	22.0	26.8	77.5	67.7	29.3	154.3	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
35.6	34.9	34.7	20.9	26.4	75.1	66.8	29.8	154.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
35.3	33.3	33.4	19.2	26.2	72.5	64.4	29.6	154.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
37.7	31.4	32.0	17.3	25.8	69.3	61.2	28.8	153.7	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
41.8	29.2	31.1	16.0	25.7	66.6	58.6	27.9	153.7	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.2	29.5	30.2	14.9	25.4	64.1	56.6	26.5	154.1	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.6	34.4	29.7	14.2	25.7	61.6	55.4	25.0	154.6	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
46.1	39.9	29.3	13.4	26.6	59.4	53.6	23.7	154.3	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
46.0	45.0	29.0	12.7	27.8	62.6	51.9	22.6	154.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.7	47.2	28.9	12.0	29.1	67.9	50.8	21.6	154.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.1	47.2	28.6	14.0	30.0	73.7	49.4	20.2	153.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
42.6	47.1	28.9	17.8	30.9	79.6	48.5	19.3	152.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
41.6	46.6	29.1	21.3	31.6	83.6	49.1	18.8	153.6	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
40.6	45.0	29.6	22.3	31.6	85.3	52.8	18.3	153.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
39.3	42.8	31.9	22.3	31.1	85.7	57.4	17.3	153.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
38.1	40.7	35.4	22.1	30.3	85.4	61.6	17.9	153.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
36.9	38.8	38.5	21.2	29.0	84.2	65.5	20.3	153.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
35.0	36.8	39.9	19.3	27.7	82.0	66.9	23.5	152.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
36.9	34.8	40.5	17.2	26.8	79.4	67.2	26.6	152.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
40.3	33.3	40.7	15.8	26.3	76.8	66.0	28.0	152.1	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
42.9	31.0	40.6	14.7	25.9	74.6	63.6	28.4	152.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.3	30.3	40.1	13.8	25.7	72.4	60.7	28.7	152.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.7	34.3	39.0	13.0	25.2	69.6	57.9	28.6	152.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.0	40.5	37.9	12.5	25.0	66.9	55.9	28.1	152.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.8	45.5	36.7	12.0	25.2	64.0	54.1	26.9	151.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.2	47.1	35.5	11.2	26.4	60.3	52.5	25.5	151.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
42.9	47.5	34.1	13.4	27.4	62.4	50.9	24.0	151.7	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
41.4	47.2	32.7	18.3	29.0	67.8	49.6	22.8	151.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
40.2	46.4	31.6	20.6	30.5	74.5	48.8	21.6	151.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
39.0	44.5	30.5	21.3	31.1	80.3	48.0	20.4	152.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
37.7	42.2	29.7	21.7	31.2	83.4	46.9	19.5	151.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
36.7	39.9	29.1	21.7	30.9	84.5	48.5	18.7	151.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
35.8	38.2	28.9	21.0	30.4	85.2	52.9	18.3	151.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
35.1	36.8	28.6	19.9	29.8	85.7	58.8	17.9	153.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
37.1	34.9	29.8	17.8	28.3	84.4	63.5	17.7	152.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
40.9	33.2	32.8	16.2	27.4	82.7	66.0	19.1	152.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
43.8	31.5	36.6	15.0	26.8	80.2	67.3	21.9	152.7	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.8	30.1	39.4	14.0	26.3	77.4	67.0	25.5	152.6	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.3	28.6	40.5	13.2	26.1	74.9	65.5	28.0	153.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.5	27.3	41.2	12.7	25.7	72.5	63.0	28.9	152.6	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.2	30.1	41.5	11.7	25.5	69.7	60.0	29.1	153.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.4	35.0	41.4	13.2	25.2	66.9	57.7	28.9	153.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
43.1	40.9	40.8	16.5	25.3	64.3	55.8	28.0	153.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
41.8	45.4	39.8	20.4	25.9	61.1	54.1	26.9	153.1	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
40.9	47.3	38.8	22.2	27.3	60.7	52.8	25.5	154.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
39.8	47.7	37.4	22.6	28.5	64.9	51.4	24.3	154.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
38.5	47.1	36.1	22.5	29.7	70.7	50.0	23.2	153.6	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
37.1	45.4	34.4	21.6	30.6	76.7	48.8	22.0	153.1	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
35.8	43.7	33.2	20.2	31.4	82.2	47.8	20.9	152.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
35.5	41.6	31.9	18.1	31.5	84.7	48.1	20.1	152.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
38.5	39.8	31.2	16.5	31.5	86.2	52.4	19.4	153.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
42.6	38.1	30.3	15.3	31.0	86.2	57.6	18.8	153.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.8	36.2	29.7	14.3	29.9	85.6	63.0	17.5	153.7	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.5	34.4	29.2	13.5	28.5	84.0	66.0	18.4	153.1	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.5	32.6	28.8	12.7	27.3	81.4	67.1	21.0	152.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.5	31.0	28.8	11.8	26.8	78.7	67.2	24.6	152.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.0	29.8	28.9	12.0	26.3	76.2	66.0	27.6	152.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
43.8	28.4	29.0	14.6	25.8	73.8	63.6	28.6	153.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
42.3	27.4	29.1	18.9	25.6	71.4	61.0	29.1	152.7	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
40.9	30.9	28.8	21.4	25.1	68.5	58.3	29.2	152.7	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
39.8	35.8	30.3	22.2	25.2	65.7	56.4	29.0	152.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
38.6	41.8	33.2	22.2	25.8	63.0	54.3	28.2	152.7	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
37.4	45.8	36.8	21.9	27.0	59.6	52.7	26.9	152.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
36.4	47.3	39.3	20.8	28.2	59.9	51.3	25.4	152.3	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
35.3	47.7	40.3	18.9	29.6	64.2	49.9	24.2	152.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
34.6	47.0	40.8	16.8	30.9	70.3	48.8	23.0	152.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
37.1	45.6	40.9	15.5	31.5	76.8	48.2	21.8	152.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
40.9	43.6	40.6	14.5	31.3	81.8	47.6	20.6	152.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
43.6	41.4	39.8	13.7	30.8	83.8	47.0	19.8	151.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.5	39.3	38.6	13.0	30.1	84.5	50.1	19.1	152.1	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.6	38.0	37.8	12.5	29.4	85.3	53.6	18.4	153.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.8	36.2	36.8	11.8	28.4	85.1	59.4	18.3	153.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.2	34.1	35.3	13.6	27.4	83.2	64.8	20.1	152.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.2	32.4	34.0	17.1	26.8	81.1	67.6	23.5	152.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
42.6	30.8	32.6	20.8	26.3	78.3	68.0	27.0	153.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
41.2	29.5	31.6	21.9	26.0	76.0	66.9	28.9	152.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
40.0	28.3	30.6	22.2	25.7	73.6	64.5	29.5	152.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
38.8	27.5	29.9	22.0	25.1	71.1	61.6	29.6	152.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
37.7	27.4	29.3	21.3	25.2	68.2	58.8	29.4	152.7	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
36.9	30.7	29.0	19.7	26.1	65.7	56.8	28.7	153.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
35.7	35.4	28.9	17.5	27.4	63.1	55.0	27.4	152.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
34.9	41.5	29.0	16.0	28.5	59.9	53.4	26.0	153.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
37.7	45.6	29.9	14.9	30.1	61.2	52.0	24.8	153.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
41.6	47.2	32.5	14.0	31.3	65.8	50.7	23.7	153.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.2	47.4	36.2	13.3	31.8	72.1	49.9	22.6	153.3	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.5	46.1	38.7	12.5	31.2	77.6	48.3	21.1	152.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.1	44.7	40.0	11.6	30.9	82.4	49.8	20.1	152.3	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.3	42.8	40.5	12.4	30.3	84.4	54.1	19.3	152.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.2	40.9	41.0	16.7	29.4	85.3	59.0	18.9	152.7	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
43.9	39.0	40.7	20.4	28.0	85.0	64.4	17.8	152.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
42.5	37.3	40.1	21.5	27.1	84.3	67.1	18.1	152.6	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
41.2	35.5	39.2	22.0	26.6	82.8	68.0	20.0	152.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
39.8	33.5	37.9	22.0	25.9	80.2	67.2	23.2	152.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
38.7	31.7	36.7	21.6	25.6	77.4	65.5	26.7	152.1	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
37.5	30.2	35.5	20.4	25.4	75.1	62.9	28.7	152.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
36.6	29.1	34.1	18.5	25.3	72.9	59.8	29.2	152.0	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
35.5	27.1	32.9	16.8	25.0	70.5	57.4	29.3	152.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
34.9	30.2	31.6	15.5	25.0	67.8	55.5	28.9	152.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
37.5	34.8	30.7	14.4	25.8	65.3	53.9	28.2	152.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
41.2	40.7	29.8	13.7	27.0	62.1	52.3	26.7	152.3	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
43.8	45.0	29.3	12.9	28.0	59.9	50.8	25.2	152.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.0	46.6	28.9	12.3	29.7	63.6	49.7	24.0	152.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.6	47.0	28.6	11.7	31.0	69.4	48.7	23.1	152.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.6	46.5	28.5	14.4	31.5	76.1	49.3	22.0	152.7	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.2	45.3	28.2	19.2	31.6	82.0	53.9	20.9	152.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
44.2	43.6	30.1	21.4	31.2	84.6	58.9	20.0	152.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
42.8	41.5	33.0	22.1	30.4	85.4	64.4	19.3	152.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
41.4	39.6	36.8	22.3	29.3	85.5	66.7	18.1	152.9	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
41.0	38.6	39.9	22.5	28.7	86.1	68.8	18.9	154.3	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
39.7	36.5	40.8	21.3	27.6	84.6	68.4	21.3	154.2	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
38.2	34.5	41.1	19.4	27.0	82.5	66.8	25.0	153.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
37.2	32.8	41.3	17.5	26.5	79.7	64.4	28.0	153.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
35.4	31.2	41.0	16.1	26.1	77.1	61.2	29.4	153.8	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
36.7	29.8	40.3	15.0	25.8	74.7	58.5	30.1	153.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
40.0	28.6	39.1	14.1	25.4	72.2	56.4	30.3	153.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
43.6	27.3	37.8	13.4	25.3	69.1	54.4	30.1	153.3	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.1	30.5	36.5	12.8	26.0	66.4	52.8	29.4	153.4	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
45.9	35.1	35.5	11.8	27.4	63.8	51.7	28.3	153.3	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
46.1	40.9	34.1	13.2	28.5	60.5	50.1	26.7	153.5	11581.3	7292.4	9979.6	6469.9	9043.9	13316.1	6922.8	7920.1	759.2	
