time_J2,IPI_J2
0.73333333333333328,1.0
1.7333333333333334,1.0666666666666667
2.7999999999999998,1.0666666666666667
3.8666666666666667,1.0666666666666667
4.9333333333333336,1.0666666666666667
6.0,1.0666666666666667
7.0666666666666664,1.0666666666666667
8.1333333333333329,1.0666666666666667
9.1999999999999993,1.0
10.199999999999999,1.0666666666666667
11.266666666666667,1.0666666666666667
12.333333333333334,1.0
13.333333333333334,1.0666666666666667
14.4,1.0666666666666667
15.466666666666667,1.0
16.466666666666665,1.0666666666666667
17.533333333333335,1.0666666666666667
18.600000000000001,1.0
19.600000000000001,1.0666666666666667
20.666666666666668,1.0666666666666667
21.733333333333334,1.0666666666666667
22.800000000000001,1.0666666666666667
23.866666666666667,1.0
24.866666666666667,1.0666666666666667
25.933333333333334,1.0
26.933333333333334,1.0666666666666667
28.0,1.0666666666666667
29.066666666666666,1.0666666666666667
30.133333333333333,1.0
31.133333333333333,1.0
32.133333333333333,1.0
33.133333333333333,1.0666666666666667
34.200000000000003,1.0
35.200000000000003,1.0666666666666667
36.266666666666666,1.0666666666666667
37.333333333333336,1.0
38.333333333333336,1.0
39.333333333333336,1.0666666666666667
40.399999999999999,1.0666666666666667
41.466666666666669,1.0
42.466666666666669,1.0666666666666667
43.533333333333331,0.93333333333333335
44.466666666666669,1.0666666666666667
45.533333333333331,1.0666666666666667
46.600000000000001,1.0666666666666667
47.666666666666664,1.0
48.666666666666664,1.1333333333333333
49.799999999999997,1.0
50.799999999999997,1.0666666666666667
51.866666666666667,1.0
52.866666666666667,1.0666666666666667
53.93333333333333,1.0666666666666667
55.0,1.0
56.0,1.0666666666666667
57.06666666666667,1.1333333333333333
58.200000000000003,0.93333333333333335
59.133333333333333,1.0666666666666667
60.200000000000003,1.0666666666666667
61.266666666666666,1.0
62.266666666666666,1.0666666666666667
63.333333333333336,1.0666666666666667
64.400000000000006,1.0666666666666667
65.466666666666669,1.0
66.466666666666669,1.0666666666666667
67.533333333333331,1.0666666666666667
68.599999999999994,1.0666666666666667
69.666666666666671,1.0666666666666667
70.733333333333334,1.1333333333333333
71.86666666666666,1.0
72.86666666666666,1.1333333333333333
74.0,1.0
75.0,1.0666666666666667
76.066666666666663,1.0
77.066666666666663,1.2
78.266666666666666,1.1333333333333333
79.400000000000006,1.0666666666666667
80.466666666666669,1.0666666666666667
81.533333333333331,1.0666666666666667
82.599999999999994,1.1333333333333333
83.733333333333334,1.0666666666666667
84.799999999999997,1.1333333333333333
85.933333333333337,1.0666666666666667
87.0,1.1333333333333333
88.13333333333334,1.0666666666666667
89.200000000000003,1.0666666666666667
90.266666666666666,1.1333333333333333
91.400000000000006,1.1333333333333333
92.533333333333331,1.0
93.533333333333331,1.0666666666666667
94.599999999999994,1.0666666666666667
95.666666666666671,1.0
96.666666666666671,1.0666666666666667
