Peak_frame_J10
8
23
38
53
68
83
98
112
127
141
157
171
186
200
214
228
243
257
272
286
300
315
329
345
359
374
388
403
417
432
446
460
476
490
505
520
535
549
564
578
592
607
621
637
651
666
680
695
711
724
738
754
768
783
798
813
828
842
857
872
886
902
916
931
945
959
975
990
1005
1020
1036
1052
1068
1082
1098
1112
1127
1142
1157
1172
1186
1201
1216
1231
1246
1261
1276
1295
1314
1331
1348
1363
1381
1398
1416
1432
1449
1467
1484
1501
1517
1533
1550
1565
1581
1597
1614
1631
1647
1663
1680
1696
1712
1728
1744
1759
1775
1790
1805
1822
1838
1853
1869
1884
1898
1914
1929
1943
1957
1972
1987
2001
2016
2030
2045
2058
2073
2086
2101
2115
2130
2144
2158
2173
2187
2201
2214
2229
2243
2258
2271
2286
2300
2314
2328
2342
2357
2371
2385
2399
2413
2427
2441
2456
2469
2484
2498
2512
2526
2541
2554
2568
2583
2598
2612
2627
2641
2655
2670
2684
2699
2713
2728
2742
2756
2771
2785
2799
2815
2828
2842
2856
2871
2885
2900
2914
2928
2942
2957
2971
2985
2999
3013
3027
3041
3054
3070
3084
3098
3112
3126
3140
3153
3167
3181
3195
3209
3223
3237
3250
3264
3278
3291
3306
3319
3334
3347
3361
3375
3389
3403
3417
3430
3443
3458
3472
3485
3500
3513
3527
3542
3555
3568
3583
3597
3611
3623
3638
3652
3670
3688
3705
3722
3738
3755
3768
3785
3801
3817
3832
3849
3866
3881
3898
3915
3932
3948
3963
3980
3994
4012
4028
4044
4061
4078
4095
4112
4129
4146
4162
4178
4194
4210
4226
4243
4260
4277
4292
4308
4323
4338
4353
4368
4383
4398
4413
4426
4441
4455
4469
4482
4497
4511
4525
4540
4554
4568
4582
4595
4610
4624
4638
4652
4666
4681
4694
4708
4723
4736
4751
4764
4778
4792
4807
4820
4834
4849
4863
4878
4892
4906
4920
4934
4948
4962
4977
4991
5005
5019
5033
5048
5062
5076
5090
5105
5120
5134
5147
5162
5176
5190
5205
5218
5233
5247
5261
5275
5289
5303
5317
5331
5346
5359
5374
5389
5403
5417
5431
5446
5459
5474
5489
5503
5518
5531
5546
5560
5575
5589
5604
5618
5632
5646
5660
5674
5688
5703
5717
5731
5746
5760
5774
5789
5803
5817
5831
5844
5859
5872
5886
5898
5913
5927
5940
5954
5967
5980
5994
6007
6021
6035
6048
6061
6075
6089
6102
6116
6128
6142
6156
6169
6182
6195
6209
6222
6236
6248
6263
6276
6289
6303
6316
6329
6344
6357
6370
6385
6398
6413
6427
6439
6453
6466
6481
6494
6508
6521
6536
6549
6563
6577
6592
6605
6619
6633
6648
6660
6674
6687
6701
6714
6728
6743
6756
6771
6784
6799
6812
6827
6841
6855
6869
6882
6897
6912
6925
6940
6954
6969
6982
6998
7012
7027
7041
7056
7070
7084
7099
7112
7126
7140
7154
7168
7181
7196
7212
7225
7240
7255
7270
7284
7299
7314
7327
7342
7357
7372
7387
7401
7417
7432
7447
7460
7476
7489
7504
7518
7532
7546
7560
7575
7589
7603
7618
7632
7647
7661
7675
7689
7704
7718
7732
7746
7760
7776
7789
7805
7820
7834
7850
7864
7878
7893
7907
7921
7935
7948
7964
7977
7993
8007
8023
8038
8052
8067
8082
8098
8113
8127
8142
8156
8171
8186
8201
8216
8231
8246
8260
8274
8289
8304
8318
8333
8348
8362
8378
8393
8407
8422
8437
8452
8465
8481
8495
8510
8524
8539
8553
8567
8581
8595
8609
8624
8638
8652
8667
8681
8695
8709
8724
8737
8753
8766
8781
8795
8810
8826
8841
8856
8871
8885
8900
8915
8930
8945
8959
8973
8988
9001
9017
9031
9046
9060
9074
9090
9104
9118
9133
9147
9162
9176
9190
9206
9220
9235
9250
9264
9279
9293
9308
9322
9337
9351
9366
9380
9395
9410
9424
9438
9451
9467
9480
9495
9508
9523
9537
9552
