Peak_frame_J0
18
40
59
82
107
127
147
168
191
211
233
256
278
302
324
347
368
390
412
431
452
472
493
516
538
561
583
604
624
646
666
686
709
729
749
767
788
807
828
850
873
896
916
937
958
979
1001
1023
1044
1064
1085
1104
1123
1143
1162
1180
1199
1217
1236
1255
1273
1292
1311
1329
1347
1366
1385
1403
1421
1441
1460
1479
1498
1518
1538
1558
1577
1596
1617
1636
1655
1674
1693
1712
1730
1749
1768
1785
1805
1822
1839
1856
1874
1892
1910
1927
1945
1961
1978
1996
2013
2031
2048
2065
2082
2101
2118
2137
2154
2171
2189
2208
2225
2243
2261
2280
2298
2316
2335
2355
2374
2392
2410
2428
2447
2465
2484
2501
2519
2537
2557
2573
2590
2608
2627
2644
2662
2680
2699
2716
2734
2751
2769
2786
2802
2820
2838
2855
2872
2890
2907
2925
2942
2960
2977
2995
3012
3028
3046
3064
3083
3099
3117
3134
3153
3171
3189
3206
3225
3243
3262
3280
3299
3316
3335
3353
3372
3390
3409
3428
3445
3464
3484
3502
3519
3538
3555
3572
3591
3609
3628
3647
3664
3682
3701
3718
3736
3754
3772
3791
3808
3826
3844
3861
3880
3897
3916
3937
3959
3980
4005
4024
4049
4076
4193
4238
4267
4292
4313
4337
4361
4385
4409
4437
4465
4487
4515
4539
4565
4589
4612
4635
4661
4683
4705
4729
4750
4773
4795
4818
4839
4863
4887
4906
4926
4946
4966
4989
5012
5037
5058
5081
5102
5125
5146
5169
5191
5214
5233
5257
5276
5297
5318
5341
5359
5379
5400
5421
5444
5462
5482
5501
5523
5543
5563
5585
5608
5629
5650
5672
5693
5717
5738
5759
5781
5804
5823
5846
5868
5887
5909
5930
5950
5969
5988
6009
6028
6052
6071
6092
6114
6139
6165
6190
6210
6235
6264
6294
6321
6352
6386
6418
6461
6492
6518
6557
6580
6607
6634
6661
6690
6713
6737
6761
6787
6813
6841
6867
6892
6919
6941
6966
6991
7011
7033
7056
7080
7104
7123
7146
7168
7190
7213
7235
7257
7280
7303
7323
7346
7367
7390
7412
7435
7459
7481
7500
7522
7544
7566
7588
7606
7625
7647
7668
7690
7713
7734
7757
7777
7799
7820
7843
7864
7885
7907
7929
7951
7974
7997
8023
8050
8081
8125
8224
8278
8296
8337
8371
8407
8437
8468
8490
8513
8541
8568
8590
8614
8640
8665
8688
8709
8730
8755
8777
8801
8828
8850
8870
8890
8914
8936
8959
8983
9005
9031
9056
9080
9104
9123
9146
9167
9188
9210
9233
9257
9279
9301
9321
9343
9364
9385
9408
9431
9451
9474
9497
9520
9543
9565
9586
9608
9629
9650
9673
9697
9720
9742
9765
9789
9812
9832
9855
9879
9899
9921
9943
9963
9985
10007
10027
10049
10073
10095
10116
10137
10160
10180
10202
10227
10248
10268
10289
10311
10333
10353
10374
10396
10418
10441
10462
10486
10508
10529
10550
10572
10593
10615
10637
10661
10683
10704
10725
10743
10766
10787
10810
10834
10862
10889
10919
10951
10992
11075
11107
11165
11187
11223
11254
11282
11308
11331
11352
11376
11399
11420
11442
11468
11494
11520
11545
11568
11590
11610
11630
11651
11673
11692
11711
11731
11752
11773
11794
11813
11833
11856
11877
11900
11922
11943
11964
11986
12007
12029
12050
12072
12096
12115
12139
12162
12185
12207
12227
12249
12269
12290
12312
12333
12355
12378
12400
12421
12441
12464
12483
12502
12524
12544
12567
12587
12604
12626
12645
12663
12683
12702
12721
12741
12760
12780
12800
12820
12840
12861
12881
12902
12922
12943
12964
12986
13007
13028
13050
13074
13093
13117
13137
13157
13178
13199
13218
13237
13257
13276
13295
13315
13335
13354
13375
13393
13416
13435
13456
13477
13496
13518
13539
13561
13581
13603
13623
13645
13663
13685
13706
13726
13752
13776
13802
13824
13847
13875
13906
13939
13972
14004
14043
14073
14106
14136
14169
14198
14223
14251
14274
14303
14330
14356
14381
14407
14432
14456
14480
14504
14525
14547
14568
14591
14614
14637
14658
14681
14702
14725
14744
14765
14787
14808
14830
14851
14868
14890
14913
14937
14962
14987
15007
15029
15053
15075
15096
15119
15141
15161
15183
15203
15223
15245
15266
15286
15306
15328
15348
15370
15392
15414
15435
15460
15482
15504
15524
15544
15565
15584
15605
15626
15648
15672
15692
15713
15735
15759
15779
15798
15823
15844
15867
15889
15911
15935
15955
15976
15997
16019
16041
16062
16082
16105
16124
16145
16168
16188
16211
16233
16254
16274
16296
16318
16339
16360
16381
16405
16427
16450
16475
16499
16525
16555
16585
16616
16657
16743
16773
16803
16834
16865
16892
16916
16941
16967
16993
17021
17048
17069
17090
17114
17139
17161
17182
17206
17230
17254
17280
17302
17326
17350
17372
17394
17415
17437
17457
17478
17498
17520
17543
17564
17586
17608
17630
17649
17671
17691
17711
17732
17752
17771
17791
17810
17828
17848
17866
17886
17906
17927
17947
17968
