time_J8,IPI_J8
1.0666666666666667,1.2666666666666666
2.3333333333333335,1.3999999999999999
3.7333333333333334,1.5333333333333334
5.2666666666666666,1.3999999999999999
6.666666666666667,1.6000000000000001
8.2666666666666675,1.4666666666666666
9.7333333333333325,1.3333333333333333
11.066666666666666,1.4666666666666666
12.533333333333333,1.2666666666666666
13.800000000000001,1.3333333333333333
15.133333333333333,1.3999999999999999
16.533333333333335,1.3999999999999999
17.933333333333334,1.3333333333333333
19.266666666666666,1.3333333333333333
20.600000000000001,1.2666666666666666
21.866666666666667,1.4666666666666666
23.333333333333332,1.6000000000000001
24.933333333333334,1.4666666666666666
26.399999999999999,1.3999999999999999
27.800000000000001,1.8666666666666667
29.666666666666668,1.7333333333333334
31.399999999999999,2.0666666666666669
33.466666666666669,1.8
35.266666666666666,2.0
37.266666666666666,1.8
39.06666666666667,1.8
40.866666666666667,1.6666666666666667
42.533333333333331,1.7333333333333334
44.266666666666666,1.6666666666666667
45.93333333333333,1.8
47.733333333333334,1.7333333333333334
49.466666666666669,1.6000000000000001
51.06666666666667,1.7333333333333334
52.799999999999997,1.6666666666666667
54.466666666666669,1.4666666666666666
55.93333333333333,1.6666666666666667
57.600000000000001,1.4666666666666666
59.06666666666667,1.3333333333333333
60.399999999999999,1.3333333333333333
61.733333333333334,1.4666666666666666
63.200000000000003,1.3333333333333333
64.533333333333331,1.2666666666666666
65.799999999999997,1.4666666666666666
67.266666666666666,1.2666666666666666
68.533333333333331,1.4666666666666666
70.0,1.3999999999999999
71.400000000000006,1.4666666666666666
72.86666666666666,1.3999999999999999
74.266666666666666,1.3999999999999999
75.666666666666671,1.3999999999999999
77.066666666666663,1.3999999999999999
78.466666666666669,1.3999999999999999
79.86666666666666,1.3333333333333333
81.200000000000003,1.2666666666666666
82.466666666666669,1.5333333333333334
84.0,1.3999999999999999
85.400000000000006,1.3333333333333333
86.733333333333334,1.3999999999999999
88.13333333333334,1.3999999999999999
89.533333333333331,1.3999999999999999
90.933333333333337,1.3999999999999999
92.333333333333329,1.2666666666666666
93.599999999999994,1.3999999999999999
95.0,1.3999999999999999
96.400000000000006,1.5333333333333334
97.933333333333337,1.3333333333333333
99.266666666666666,1.3999999999999999
100.66666666666667,1.3999999999999999
102.06666666666666,1.3999999999999999
103.46666666666667,1.4666666666666666
104.93333333333334,1.3999999999999999
106.33333333333333,1.5333333333333334
107.86666666666666,1.3333333333333333
109.2,1.4666666666666666
110.66666666666667,1.3999999999999999
112.06666666666666,1.3999999999999999
113.46666666666667,1.3333333333333333
114.8,1.6000000000000001
116.40000000000001,1.3333333333333333
117.73333333333333,1.3333333333333333
119.06666666666666,1.3333333333333333
120.40000000000001,1.2
121.59999999999999,1.5333333333333334
123.13333333333334,1.4666666666666666
124.59999999999999,1.4666666666666666
126.06666666666666,1.6666666666666667
127.73333333333333,1.6666666666666667
129.40000000000001,1.6666666666666667
131.06666666666666,2.0
133.06666666666666,1.9333333333333333
135.0,2.1333333333333333
137.13333333333333,1.3999999999999999
138.53333333333333,1.9333333333333333
140.46666666666667,1.8
142.26666666666668,1.9333333333333333
144.19999999999999,1.7333333333333334
145.93333333333334,1.7333333333333334
147.66666666666666,1.8
149.46666666666667,1.8
151.26666666666668,1.5333333333333334
152.80000000000001,1.5333333333333334
154.33333333333334,1.6666666666666667
156.0,1.2666666666666666
157.26666666666668,1.8666666666666667
159.13333333333333,1.3999999999999999
160.53333333333333,1.4666666666666666
162.0,1.6000000000000001
163.59999999999999,1.6000000000000001
165.19999999999999,1.4666666666666666
166.66666666666666,1.6000000000000001
