Peak_frame_J5
18
36
56
73
91
107
124
143
160
178
196
213
235
259
282
306
330
359
391
420
451
477
507
530
551
574
598
622
642
666
688
709
732
752
772
795
815
839
860
883
902
922
944
964
986
1006
1027
1048
1068
1089
1108
1128
1147
1166
1184
1203
1224
1245
1263
1283
1302
1323
1342
1360
1380
1399
1419
1438
1457
1475
1496
1516
1535
1555
1576
1594
1612
1632
1652
1672
1691
1712
1731
1750
1770
1789
1808
1827
1847
1865
1885
1906
1924
1943
1962
1981
1999
2019
2040
2060
2079
2099
2117
2134
2152
2170
2188
2206
2223
2241
2259
2275
2292
2308
2325
2342
2359
2376
2392
2410
2426
2443
2460
2475
2492
2508
2524
2542
2558
2575
2592
2610
2625
2644
2661
2677
2693
2711
2727
2744
2761
2778
2794
2811
2829
2845
2863
2879
2897
2914
2930
2948
2963
2981
2998
3014
3030
3047
3063
3080
3096
3113
3128
3144
3162
3176
3193
3209
3225
3241
3256
3273
3288
3305
3326
3347
3367
3388
3410
3439
3468
3493
3522
3555
3589
3618
3643
3664
3690
3719
3742
3764
3788
3811
3833
3855
3873
3895
3914
3935
3953
3974
3992
4012
4032
4050
4070
4088
4105
4124
4142
4162
4180
4198
4218
4238
4257
4276
4295
4315
4335
4356
4377
4395
4418
4436
4456
4483
4508
4534
4570
4598
4627
4663
4696
4727
4756
4784
4809
4835
4861
4882
4908
4933
4956
4979
5000
5021
5041
5060
5077
5095
5113
5131
5149
5167
5183
5199
5216
5233
5251
5269
5286
5303
5320
5337
5353
5368
5387
5403
5420
5436
5454
5472
5489
5506
5524
5542
5558
5576
5592
5609
5627
5644
5662
5679
5700
5721
5742
5765
5786
5809
5832
5855
5887
5913
5932
5958
5982
6007
6036
6057
6079
6102
6125
6145
6165
6187
6208
6228
6248
6268
6287
6306
6324
6344
6364
6383
6401
6421
6440
6459
6478
6498
6516
6538
6557
6577
6596
6614
6633
6658
6684
6714
6746
6781
6821
6849
6881
6909
6930
6959
6984
7005
7032
7056
7077
7099
7121
7145
7167
7188
7210
7232
7253
7276
7298
7319
7340
7361
7381
7402
7422
7443
7464
7486
7505
7526
7548
7567
7586
7605
7624
7646
7665
7685
7703
7722
7743
7761
7781
7801
7821
7841
7861
7880
7899
7918
7938
7957
7977
7996
8015
8035
8055
8074
8094
8112
8132
8151
8171
8189
8209
8228
8248
8266
8286
8305
8324
8342
8361
8379
8396
8416
8434
8452
8470
8490
8508
8527
8549
8567
8584
8602
8619
8636
8653
8670
8687
8703
8720
8737
8752
8768
8786
8802
8818
8833
8850
8867
8883
8900
8915
8932
8948
8963
8981
9004
9025
9048
9069
9092
9117
9139
9165
9189
9215
9243
9269
9300
9326
9350
9373
9395
9414
9436
9460
9484
9505
9524
9547
9566
9586
9606
9625
9644
9663
9682
9700
9721
9740
9760
9781
9802
9821
9838
9856
9875
9894
9914
9932
9953
9974
9993
10015
10034
10052
10070
10090
10109
10128
10146
10165
10182
10199
10218
10238
10257
10275
10294
10312
10333
10353
10371
10395
10417
10440
10462
10485
10514
10541
10569
10598
10625
10654
10685
10714
10742
10768
10789
10815
10839
10862
10884
10907
10934
10960
10985
11005
11030
11053
11075
11095
11116
11137
11156
11177
11198
11218
11238
11257
11276
11293
11311
11330
11346
11363
11380
11399
11416
11433
11449
11466
11483
11507
11529
11548
11572
11594
11621
11655
11689
11717
11748
11772
11799
11827
11849
11877
11902
11929
11955
11978
12004
12025
12047
12068
12087
12107
12128
12148
12168
12189
12207
12225
12243
12263
12281
12300
12319
12336
12354
12374
12394
12412
12432
12452
12470
12488
12507
12527
12546
12566
12585
12605
12625
12648
12673
12701
12730
12760
12793
12827
12859
12890
12920
12949
12977
13004
13031
13057
13079
13102
13122
13142
13165
13187
13209
13230
13251
13273
13295
13317
13339
13360
13381
13401
13424
13443
13464
13486
13508
13528
13548
13568
13587
13611
13631
13657
13681
13704
13732
13760
13786
13818
13851
13879
13904
13927
13954
13981
14006
14029
14054
14075
14102
14123
14145
14166
14191
14211
14234
14255
14279
14299
14321
14343
14366
14387
14408
14431
14450
14470
14490
14510
14529
14550
14573
14594
14616
14637
14657
14677
14700
14724
14748
14772
14801
14825
14854
14884
14916
14947
14975
15001
15024
15048
15076
15101
15124
15147
15171
15195
15219
15242
15264
15287
15310
15331
15355
15378
15401
15422
15446
15471
15495
15517
15539
15560
15581
15601
15623
15645
15667
15689
15708
15728
15751
15774
15796
15817
15840
15859
15881
15903
15922
15942
15964
15986
16006
16026
16048
16070
16091
16111
16131
16152
16170
16189
16207
16226
16247
16266
16288
16309
16329
16349
16370
16390
16410
16430
16452
16474
16495
16514
16534
16555
16577
16597
16617
16636
16657
16677
16697
16720
16742
16762
16780
16802
16822
16841
16861
16881
16900
16917
16938
16958
16978
16998
17018
17038
17058
17080
17098
17118
17137
17156
17173
17193
17210
17228
17245
17263
17280
17297
17314
17330
17347
17364
17381
17397
17418
17439
17462
17485
17511
17542
17572
17604
17635
17662
17688
17713
17737
17759
17781
17804
17827
17849
17869
17887
17907
17924
17944
17961
17978
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
