time_J1,IPI_J1
1.0666666666666667,1.3333333333333333
2.3999999999999999,1.2666666666666666
3.6666666666666665,1.2
4.8666666666666663,1.2666666666666666
6.1333333333333337,1.2666666666666666
7.4000000000000004,1.2
8.5999999999999996,1.2666666666666666
9.8666666666666671,1.2666666666666666
11.133333333333333,1.1333333333333333
12.266666666666667,1.2666666666666666
13.533333333333333,1.1333333333333333
14.666666666666666,1.2666666666666666
15.933333333333334,1.1333333333333333
17.066666666666666,1.2
18.266666666666666,1.2
19.466666666666665,1.2
20.666666666666668,1.2666666666666666
21.933333333333334,1.2666666666666666
23.199999999999999,1.2
24.399999999999999,1.1333333333333333
25.533333333333335,1.2666666666666666
26.800000000000001,1.2666666666666666
28.066666666666666,1.2
29.266666666666666,1.2
30.466666666666665,1.3333333333333333
31.800000000000001,1.1333333333333333
32.93333333333333,1.2666666666666666
34.200000000000003,1.2666666666666666
35.466666666666669,1.2666666666666666
36.733333333333334,1.2666666666666666
38.0,1.2
39.200000000000003,1.2666666666666666
40.466666666666669,1.2
41.666666666666664,1.2666666666666666
42.93333333333333,1.1333333333333333
44.06666666666667,1.2666666666666666
45.333333333333336,1.2
46.533333333333331,1.2
47.733333333333334,1.1333333333333333
48.866666666666667,1.3999999999999999
50.266666666666666,1.2
51.466666666666669,1.3333333333333333
52.799999999999997,1.2
54.0,1.1333333333333333
55.133333333333333,1.2666666666666666
56.399999999999999,1.2666666666666666
57.666666666666664,1.2
58.866666666666667,1.2
60.06666666666667,1.2666666666666666
61.333333333333336,1.2666666666666666
62.600000000000001,1.2
63.799999999999997,1.2
65.0,1.3333333333333333
66.333333333333329,1.2666666666666666
67.599999999999994,1.2666666666666666
68.86666666666666,1.3333333333333333
70.200000000000003,1.2666666666666666
71.466666666666669,1.2666666666666666
72.733333333333334,1.2
73.933333333333337,1.2
75.13333333333334,1.2
76.333333333333329,1.2
77.533333333333331,1.2666666666666666
78.799999999999997,1.2666666666666666
80.066666666666663,1.3333333333333333
81.400000000000006,1.2666666666666666
82.666666666666671,1.2666666666666666
83.933333333333337,1.2666666666666666
85.200000000000003,1.2666666666666666
